file_name,num_relations,planning_time,execution_time,cost_dp,cost_geqo
26a_cc_cct1_cct2_ci_mi_idx.sql,5,-1,-1,37085.43,37085.43
19d_ci_cn_mc_rt_t.sql,5,-1,-1,168351.56,181663.9
23b_cn_kt_mc_mk_t.sql,5,-1,-1,174318.55,198523.28
17e_ci_cn_k_mc_mk.sql,5,-1,-1,4025.61,4025.61
19d_an_ci_it_mi_t.sql,5,-1,-1,321300.34,321300.34
23b_ct_kt_mc_mk_t.sql,5,-1,-1,273178.56,216783.41
23c_it1_kt_mi_mk_t.sql,5,-1,-1,273166.3,273166.3
16c_ci_k_mc_mk_t.sql,5,-1,-1,3951.53,3853.99
27c_cc_cct2_k_mk_t.sql,5,-1,-1,3829.28,3829.79
31a_ci_cn_it1_mc_mi.sql,5,-1,-1,10715.06,10715.06
28c_ct_it2_mc_mi_mi_idx.sql,5,-1,-1,25416.94,25420.77
8b_ci_cn_mc_rt_t.sql,5,-1,-1,43349.7,43349.7
16b_an_ci_cn_mc_mk.sql,5,-1,-1,15994398.31,18907933.85
23a_cc_cct1_cn_ct_mc.sql,5,-1,-1,50622.01,51028.81
24a_cn_it_mc_mi_t.sql,5,-1,-1,259172.32,259172.32
30a_cc_cct1_cct2_k_mk.sql,5,-1,-1,11221.17,11221.17
17b_ci_cn_mc_n_t.sql,5,-1,-1,214670.15,214670.15
21b_k_mc_mi_mk_ml.sql,5,-1,-1,3848.07,3848.07
13b_cn_ct_mc_mi_miidx.sql,5,-1,-1,948429.1,948429.1
22a_k_mc_mi_mk_t.sql,5,-1,-1,7511.62,7542.39
19d_chn_ci_cn_mc_n.sql,5,-1,-1,632682.76,632682.76
21a_ct_k_mc_mk_ml.sql,5,-1,-1,3827.69,3827.69
27a_cc_k_mc_mk_ml.sql,5,-1,-1,3834.58,3834.58
14c_kt_mi_mi_idx_mk_t.sql,5,-1,-1,358666.93,369104.26
6a.sql,5,-1,-1,3920.02,3864.67
19d_an_ci_it_mi_rt.sql,5,-1,-1,322712.69,322712.69
15d_ct_it1_mc_mi_t.sql,5,-1,-1,242538.8,242514.78
28b_ct_it2_mc_mi_idx_t.sql,5,-1,-1,17785.84,17785.84
18a_it1_it2_mi_mi_idx_t.sql,5,-1,-1,34863.17,34863.17
19a_an_chn_ci_it_mi.sql,5,-1,-1,265033.31,265033.31
21a_ct_k_mc_mi_mk.sql,5,-1,-1,3893.56,3893.56
26a_cc_cct2_chn_ci_mi_idx.sql,5,-1,-1,78364.8,81860.54
21c_cn_k_mc_mk_ml.sql,5,-1,-1,3838.2,3838.2
15a_cn_it1_mc_mi_t.sql,5,-1,-1,57576.19,57576.19
27c_cc_cct1_lt_mk_ml.sql,5,-1,-1,2413.6,2413.6
31a_it2_k_mc_mi_idx_mk.sql,5,-1,-1,11238.25,11238.25
19a_an_ci_cn_mc_n.sql,5,-1,-1,83408.71,83408.71
30a_cc_cct1_it1_mi_mk.sql,5,-1,-1,243085.9,243085.9
30a_cc_cct1_ci_it1_mi.sql,5,-1,-1,243401.65,243426.25
15d_ct_k_mc_mk_t.sql,5,-1,-1,590003.38,525801.18
22b_it1_kt_mi_mk_t.sql,5,-1,-1,260544.73,260544.73
29c_chn_ci_cn_mc_t.sql,5,-1,-1,431074.61,431074.61
26b_cc_cct2_chn_ci_n.sql,5,-1,-1,394165.14,394165.59
26c_cc_ci_k_mi_idx_mk.sql,5,-1,-1,16442.02,16438.6
13c_ct_it2_mc_mi_miidx.sql,5,-1,-1,366416.01,366416.11
13a_cn_kt_mc_miidx_t.sql,5,-1,-1,66583.63,70153.33
25c_ci_mi_idx_mk_n_t.sql,5,-1,-1,889813.55,890617.28
9d_ci_cn_mc_n_rt.sql,5,-1,-1,175511.68,185871.04
7b_an_ci_it_n_pi.sql,5,-1,-1,55908.75,55908.75
11a_ct_k_mc_mk_ml.sql,5,-1,-1,3827.69,3827.69
29a_an_ci_it_mi_rt.sql,5,-1,-1,263857.98,263857.98
14b_k_kt_mi_mk_t.sql,5,-1,-1,4950.62,4950.62
12b_ct_it1_mc_mi_t.sql,5,-1,-1,56711.49,56711.49
30a_it1_it2_mi_mi_idx_t.sql,5,-1,-1,26780.91,26780.91
26b_cc_cct1_cct2_mi_idx_mk.sql,5,-1,-1,12433.22,12433.22
23b_cc_cct1_kt_mc_t.sql,5,-1,-1,55071.89,56759.77
15a_at_it1_mc_mi_t.sql,5,-1,-1,50192.9,55908.49
22a_k_kt_mc_mk_t.sql,5,-1,-1,7494.1,7494.13
17e_ci_cn_mc_mk_n.sql,5,-1,-1,7652109.35,8343529.95
28b_cc_k_mc_mk_t.sql,5,-1,-1,7513.86,7513.86
13a_ct_it_mc_miidx_t.sql,5,-1,-1,22624.19,22624.19
29c_cn_mc_mi_mk_t.sql,5,-1,-1,417716.19,417716.19
28b_cc_cct2_ct_mc_mk.sql,5,-1,-1,96280.48,96800.8
11c_cn_k_mc_mk_ml.sql,5,-1,-1,4698.28,4698.28
33c_it2_lt_mc2_mi_idx2_ml.sql,5,-1,-1,10406.17,10406.17
31c_ci_cn_mc_mi_mk.sql,5,-1,-1,11073.21,11251.52
26a_chn_ci_k_mk_n.sql,5,-1,-1,19996.63,19996.63
14b_it1_k_mi_mi_idx_mk.sql,5,-1,-1,5130.75,5130.75
12b_cn_it2_mc_mi_idx_t.sql,5,-1,-1,19239.15,19238.06
15b_ct_k_mc_mk_t.sql,5,-1,-1,84854.11,75680.78
24a_an_ci_cn_mc_mk.sql,5,-1,-1,1303369.63,1303369.63
13c_it2_kt_mc_mi_t.sql,5,-1,-1,49846.22,49846.21
20a_ci_k_kt_mk_t.sql,5,-1,-1,12493.7,12493.7
29b_cc_cct1_cct2_ci_n.sql,5,-1,-1,91473.74,91473.74
1d.sql,5,-1,-1,21023.14,20978.78
26c_chn_ci_it2_mi_idx_n.sql,5,-1,-1,45513.87,45513.87
22a_cn_ct_mc_mi_idx_t.sql,5,-1,-1,98300.52,98300.52
16d_ci_k_mk_n_t.sql,5,-1,-1,3897.71,3897.71
30a_cc_cct2_ci_it1_mi.sql,5,-1,-1,192246.41,192256.32
11b_k_lt_mc_mk_ml.sql,5,-1,-1,3822.48,3822.48
16b_ci_k_mc_mk_t.sql,5,-1,-1,4161.68,4238.65
23b_cc_kt_mc_mi_t.sql,5,-1,-1,73909.58,73909.58
24a_chn_ci_mc_n_rt.sql,5,-1,-1,152905.6,152905.6
11a_cn_ct_mc_ml_t.sql,5,-1,-1,8327.36,8327.36
2d.sql,5,-1,-1,3923.5,3858.7
23a_ct_kt_mc_mk_t.sql,5,-1,-1,273178.56,221713.77
23a_cc_ct_mc_mi_mk.sql,5,-1,-1,275603.5,277537.4
30a_cc_ci_k_mi_idx_mk.sql,5,-1,-1,11643.21,11643.21
9b_an_chn_ci_mc_rt.sql,5,-1,-1,140423.94,140423.94
29c_ci_k_mk_n_t.sql,5,-1,-1,3848.15,3848.15
28c_it2_mi_mi_idx_mk_t.sql,5,-1,-1,27740.02,27740.02
17a_ci_cn_mc_n_t.sql,5,-1,-1,1291999.81,1377617.32
12a_cn_it1_mc_mi_mi_idx.sql,5,-1,-1,162833.23,162822.54
22b_cn_ct_mc_mi_mk.sql,5,-1,-1,412915.93,412915.93
28c_cc_cct2_ct_mc_t.sql,5,-1,-1,46695.74,46695.84
11a_ct_lt_mc_ml_t.sql,5,-1,-1,5848.89,5848.89
27b_cc_cct1_lt_mi_ml.sql,5,-1,-1,8294.71,8294.71
31a_k_mc_mi_mk_t.sql,5,-1,-1,11702.8,11773.16
15d_at_it1_k_mi_mk.sql,5,-1,-1,244053.57,244049.12
8a_an1_ci_cn_mc_t.sql,5,-1,-1,41983.78,41983.78
16b_ci_cn_mc_mk_n.sql,5,-1,-1,7652110.6,8343529.95
11b_cn_ct_lt_mc_ml.sql,5,-1,-1,5653.48,5653.48
24a_cn_k_mc_mk_t.sql,5,-1,-1,6270.1,6240.22
25c_it1_k_mi_mk_t.sql,5,-1,-1,11763.3,11763.3
29b_cc_cct1_cct2_ci_mi.sql,5,-1,-1,107970.19,107970.19
28a_cc_ct_k_mc_mk.sql,5,-1,-1,7518.86,7518.86
28b_cc_cct2_cn_mc_mk.sql,5,-1,-1,76086.34,76121.03
2c.sql,5,-1,-1,3906.9,3858.67
30b_cc_cct1_ci_it1_mi.sql,5,-1,-1,243401.65,243426.25
22d_it1_kt_mi_mk_t.sql,5,-1,-1,307277.5,307277.4
28b_cc_it2_k_mi_idx_mk.sql,5,-1,-1,7492.79,7492.79
28a_cc_cct1_cct2_kt_t.sql,5,-1,-1,47073.76,47073.76
30c_cc_it1_k_mi_mk.sql,5,-1,-1,11763.27,11763.27
31b_ci_it1_mc_mi_n.sql,5,-1,-1,128720.92,128727.75
19c_ci_cn_mc_rt_t.sql,5,-1,-1,168351.56,181663.9
20a_cc_cct1_cct2_k_mk.sql,5,-1,-1,12430.85,12430.85
17b_ci_mc_mk_n_t.sql,5,-1,-1,221912.41,221912.51
24a_chn_ci_n_rt_t.sql,5,-1,-1,152889.06,152889.06
28c_cc_cct1_k_mi_idx_mk.sql,5,-1,-1,7511.65,7512.18
28b_cc_cct2_k_mk_t.sql,5,-1,-1,7516.07,7513.3
24b_chn_ci_mc_n_rt.sql,5,-1,-1,152905.6,152905.6
19b_ci_cn_mc_n_rt.sql,5,-1,-1,121531.07,121531.07
8a_ci_cn_mc_n1_t.sql,5,-1,-1,42011.43,41991.95
24b_chn_ci_mi_mk_t.sql,5,-1,-1,53073.6,53073.6
15b_at_cn_mc_mk_t.sql,5,-1,-1,6470.33,6470.33
22d_cn_ct_mc_mi_idx_mk.sql,5,-1,-1,1028868.05,1028868.05
8d_ci_cn_mc_n1_rt.sql,5,-1,-1,762145.93,1002893.03
9a_chn_ci_n_rt_t.sql,5,-1,-1,121582.68,121582.68
29a_cc_cct1_ci_k_mk.sql,5,-1,-1,3841.81,3841.81
26a_cc_cct1_cct2_chn_ci.sql,5,-1,-1,105872.21,105872.21
9d_chn_ci_n_rt_t.sql,5,-1,-1,157925.57,157925.57
31a_ci_it1_mi_n_t.sql,5,-1,-1,245135.02,244990.83
20a_cc_cct2_k_mk_t.sql,5,-1,-1,12473.08,12473.08
29b_chn_ci_k_mk_t.sql,5,-1,-1,3825.28,3825.28
16b_an_ci_cn_mc_t.sql,5,-1,-1,6650246.06,5058995.25
9d_chn_ci_mc_rt_t.sql,5,-1,-1,170526.29,170526.29
24b_ci_cn_mc_mk_t.sql,5,-1,-1,6472.24,6472.43
24a_chn_ci_k_mi_mk.sql,5,-1,-1,6498.3,6497.64
30a_cc_cct1_cct2_it2_mi_idx.sql,5,-1,-1,17124.41,17124.41
19a_chn_ci_it_mc_mi.sql,5,-1,-1,262841.27,263085.34
13a_ct_it2_mc_mi_miidx.sql,5,-1,-1,366416.01,366416.11
27a_cc_cct2_cn_mc_t.sql,5,-1,-1,47410.51,48512.91
16b_an_ci_k_mk_t.sql,5,-1,-1,4118.51,4118.51
17f_ci_k_mc_mk_n.sql,5,-1,-1,4528.59,4533.73
29a_cc_ci_k_mk_t.sql,5,-1,-1,3824.85,3824.85
29a_cc_cct1_mc_mi_t.sql,5,-1,-1,55568.48,55568.48
18c_ci_it1_it2_mi_mi_idx.sql,5,-1,-1,32360.48,32363.38
23a_k_mc_mi_mk_t.sql,5,-1,-1,274882.22,274729.1
26b_cc_cct1_k_mi_idx_mk.sql,5,-1,-1,7497.74,7497.74
28a_cc_it2_k_mi_idx_mk.sql,5,-1,-1,7500.85,7500.85
19a_an_ci_cn_mc_rt.sql,5,-1,-1,155412.83,155412.93
23a_cc_k_kt_mk_t.sql,5,-1,-1,74086.94,74087.04
25a_ci_it1_mi_mk_t.sql,5,-1,-1,243015.81,243015.71
15d_at_mc_mi_mk_t.sql,5,-1,-1,265318.86,271231.09
32a_lt_mk_ml_t1_t2.sql,5,-1,-1,87964.21,87964.21
15a_it1_k_mc_mi_mk.sql,5,-1,-1,90995.16,91003.48
31b_cn_it2_mc_mi_idx_mk.sql,5,-1,-1,10333.99,10333.99
31a_cn_mc_mi_mk_t.sql,5,-1,-1,10761.66,10761.66
25a_ci_it1_mi_mi_idx_t.sql,5,-1,-1,242778.74,242938.45
13b_it_mc_mi_miidx_t.sql,5,-1,-1,19244.36,19242.04
25a_it2_mi_mi_idx_mk_t.sql,5,-1,-1,30952.31,30952.31
6c.sql,5,-1,-1,3824.97,3830.92
31a_ci_k_mi_mk_t.sql,5,-1,-1,11708.72,11779.08
9a_chn_ci_mc_rt_t.sql,5,-1,-1,156288.04,156288.04
19b_chn_ci_it_mi_rt.sql,5,-1,-1,219440.69,219440.69
20c_cc_cct2_chn_ci_mk.sql,5,-1,-1,423477.78,423477.78
23a_it1_mc_mi_mk_t.sql,5,-1,-1,273167.09,273167.09
27c_cn_lt_mc_mi_ml.sql,5,-1,-1,8205.6,8240.45
31b_ci_cn_mc_mi_mi_idx.sql,5,-1,-1,10349.17,10347.18
28a_cc_cn_k_mc_mk.sql,5,-1,-1,7528.4,7528.4
7a_an_ci_lt_ml_t.sql,5,-1,-1,12306.27,9885.48
19c_chn_ci_it_mi_n.sql,5,-1,-1,271142.28,271142.28
6f.sql,5,-1,-1,15195.35,13674.93
22d_it1_k_mi_mk_t.sql,5,-1,-1,7664.7,7664.7
24b_chn_ci_mc_rt_t.sql,5,-1,-1,53249.17,53249.17
27a_cc_cn_ct_mc_mk.sql,5,-1,-1,82140.87,82140.87
15a_at_cn_ct_mc_mi.sql,5,-1,-1,54054.9,61544.69
19c_chn_ci_cn_mc_t.sql,5,-1,-1,528340.24,528340.24
6e.sql,5,-1,-1,4166.69,3981.44
23a_cc_kt_mc_mk_t.sql,5,-1,-1,81823.67,75428.18
29b_cc_ci_k_mi_mk.sql,5,-1,-1,3880.21,3880.21
21a_cn_lt_mc_ml_t.sql,5,-1,-1,6555.63,6590.47
30b_cc_cct1_cct2_k_mk.sql,5,-1,-1,11221.17,11221.17
16c_an_ci_cn_mc_t.sql,5,-1,-1,1972782.04,1972782.04
17b_ci_k_mc_mk_n.sql,5,-1,-1,4433.96,4433.96
29a_cc_cct1_cct2_ci_mi.sql,5,-1,-1,109537.93,109537.93
23c_cn_kt_mc_mk_t.sql,5,-1,-1,275227.12,280478.17
24b_an_ci_cn_mc_mk.sql,5,-1,-1,6522.84,6522.84
19a_an_ci_mc_mi_rt.sql,5,-1,-1,183964.77,183964.87
29b_an_cc_ci_mk_n.sql,5,-1,-1,144659.83,144659.83
25a_ci_it1_mi_mk_n.sql,5,-1,-1,246764.42,246764.42
24a_an_chn_ci_mc_mk.sql,5,-1,-1,1479143.2,1479143.2
7c_an_ci_lt_ml_t.sql,5,-1,-1,100046.25,66509.24
21b_ct_lt_mc_ml_t.sql,5,-1,-1,5848.89,5848.89
12a_ct_it2_mc_mi_idx_t.sql,5,-1,-1,16839.95,16893.53
31a_it2_k_mi_mi_idx_mk.sql,5,-1,-1,11248.73,11248.73
29a_cn_it_mc_mi_t.sql,5,-1,-1,55568.46,55568.46
24b_chn_ci_mc_mi_rt.sql,5,-1,-1,246244.35,246244.35
19b_chn_ci_mi_n_rt.sql,5,-1,-1,121533.9,121533.9
30b_it2_k_mi_idx_mk_t.sql,5,-1,-1,11220.5,11220.5
27b_cc_lt_mi_mk_ml.sql,5,-1,-1,18024.45,18024.0
26a_ci_it2_k_mi_idx_mk.sql,5,-1,-1,13845.92,13845.92
19a_an_ci_mc_n_t.sql,5,-1,-1,83423.19,83408.86
30a_cc_ci_it1_mi_t.sql,5,-1,-1,159460.77,159186.9
30c_cc_ci_k_mi_mk.sql,5,-1,-1,11738.0,11738.0
29b_cc_chn_ci_k_mk.sql,5,-1,-1,3876.79,3876.79
24a_it_k_mi_mk_t.sql,5,-1,-1,6266.5,6266.5
7a_ci_lt_ml_n_pi.sql,5,-1,-1,68972.05,68972.73
30c_cc_cct2_ci_mi_mk.sql,5,-1,-1,441257.67,441258.17
19c_an_ci_mc_rt_t.sql,5,-1,-1,204273.06,193821.22
31a_ci_k_mc_mk_t.sql,5,-1,-1,11744.45,11811.06
31a_cn_k_mc_mk_t.sql,5,-1,-1,10796.0,10795.55
14c_it1_it2_mi_mi_idx_t.sql,5,-1,-1,26542.1,26542.1
19c_ci_it_mi_n_t.sql,5,-1,-1,264447.07,264447.07
27a_cc_cn_lt_mc_ml.sql,5,-1,-1,6636.14,6671.09
11c_k_lt_mc_mk_ml.sql,5,-1,-1,4662.95,4662.95
23c_cc_it1_mi_mk_t.sql,5,-1,-1,199428.86,199428.86
25a_ci_it1_mi_n_t.sql,5,-1,-1,243548.53,243548.53
23b_cc_cct1_cn_mc_mk.sql,5,-1,-1,150620.97,151028.56
21a_cn_ct_mc_mi_t.sql,5,-1,-1,100617.69,99964.49
21a_cn_k_mc_mk_t.sql,5,-1,-1,3832.43,3832.43
29c_cc_cct1_chn_ci_t.sql,5,-1,-1,73331.24,73331.24
23b_cc_cct1_k_mk_t.sql,5,-1,-1,7510.39,7510.39
2a.sql,5,-1,-1,3910.41,3858.67
2b.sql,5,-1,-1,3907.4,3858.67
33b_lt_mc1_mi_idx1_mi_idx2_ml.sql,5,-1,-1,10520.28,10517.68
9a_chn_ci_cn_mc_rt.sql,5,-1,-1,154580.51,154580.51
28a_it2_k_mi_idx_mk_t.sql,5,-1,-1,7500.89,7500.89
30c_it1_it2_mi_mi_idx_t.sql,5,-1,-1,32335.2,32335.2
26c_cc_cct2_ci_k_mk.sql,5,-1,-1,14029.94,14029.94
28b_cc_cct2_k_mc_mk.sql,5,-1,-1,7518.95,7518.95
28c_cc_cct1_cct2_mc_mk.sql,5,-1,-1,19607.59,19607.59
29b_cc_cct1_cct2_ci_mk.sql,5,-1,-1,98966.38,98966.38
12c_cn_it2_mc_mi_mi_idx.sql,5,-1,-1,21858.31,21977.27
30c_ci_it1_k_mi_mk.sql,5,-1,-1,11765.48,11765.48
27c_cc_cn_lt_mc_ml.sql,5,-1,-1,6636.14,6671.09
9a_chn_ci_cn_mc_t.sql,5,-1,-1,149779.8,141386.89
30c_cc_k_mi_idx_mk_t.sql,5,-1,-1,11334.55,11334.55
12b_cn_it2_mc_mi_mi_idx.sql,5,-1,-1,100719.43,100719.43
32b_k_lt_mk_ml_t1.sql,5,-1,-1,3826.81,3829.09
21c_ct_mc_mi_ml_t.sql,5,-1,-1,33285.4,23505.14
9b_chn_ci_mc_n_rt.sql,5,-1,-1,121531.17,121531.17
12a_it1_it2_mi_mi_idx_t.sql,5,-1,-1,16999.36,16997.55
29c_cc_ci_cn_mc_t.sql,5,-1,-1,109956.51,109956.51
30a_cc_cct1_k_mi_mk.sql,5,-1,-1,11595.79,11593.45
24b_chn_ci_mk_n_rt.sql,5,-1,-1,153283.45,153283.45
29b_cc_cct1_cct2_k_mk.sql,5,-1,-1,3825.1,3825.1
9a_chn_ci_mc_n_t.sql,5,-1,-1,121587.43,121587.44
22a_it1_kt_mc_mi_t.sql,5,-1,-1,102770.66,102770.66
5a.sql,5,-1,-1,36999.38,36998.08
23c_cc_ct_k_mc_mk.sql,5,-1,-1,428541.8,511291.63
4b.sql,5,-1,-1,16354.44,16341.2
31c_it1_k_mc_mi_mk.sql,5,-1,-1,11763.51,11763.51
30a_cc_cct1_cct2_ci_t.sql,5,-1,-1,52163.83,52163.83
25a_ci_it2_mi_mi_idx_n.sql,5,-1,-1,31085.07,31085.07
19a_ci_cn_mc_n_t.sql,5,-1,-1,121587.13,121587.2
15a_at_cn_mc_mi_t.sql,5,-1,-1,51003.29,54052.66
26b_cc_cct1_chn_ci_t.sql,5,-1,-1,86354.45,82619.08
27a_cc_cct2_mc_mk_t.sql,5,-1,-1,63393.63,66600.82
24b_cn_k_mc_mi_mk.sql,5,-1,-1,6505.26,6504.81
1b.sql,5,-1,-1,20172.41,20149.47
26c_cc_cct2_it2_mi_idx_t.sql,5,-1,-1,19003.04,19003.04
13b_cn_it_mc_mi_miidx.sql,5,-1,-1,105854.17,105854.17
19b_an_ci_cn_mc_mi.sql,5,-1,-1,172214.3,172214.0
13d_cn_ct_it2_mc_mi.sql,5,-1,-1,288103.87,288529.26
31a_ci_cn_k_mc_mk.sql,5,-1,-1,11218.06,11217.16
31b_ci_k_mi_mk_n.sql,5,-1,-1,12086.77,12150.73
29c_chn_ci_k_mk_t.sql,5,-1,-1,3847.62,3847.62
14c_it1_kt_mi_mi_idx_t.sql,5,-1,-1,306831.06,306831.06
29c_cc_it_k_mi_mk.sql,5,-1,-1,3897.29,3897.29
29c_cc_cct2_k_mc_mk.sql,5,-1,-1,3830.97,3830.97
8c_a1_ci_mc_n1_rt.sql,5,-1,-1,822023.01,822023.01
19c_an_chn_ci_cn_mc.sql,5,-1,-1,724475.94,724475.94
14b_kt_mi_mi_idx_mk_t.sql,5,-1,-1,55989.66,55989.66
27b_ct_k_mc_mi_mk.sql,5,-1,-1,3883.97,3883.99
29a_cc_cct1_cct2_ci_t.sql,5,-1,-1,17612.25,17612.25
12a_cn_it2_mc_mi_idx_t.sql,5,-1,-1,16909.33,16909.33
15d_cn_ct_k_mc_mk.sql,5,-1,-1,470201.68,606947.78
24b_ci_cn_mc_mi_n.sql,5,-1,-1,6494.71,6495.67
30a_ci_it2_k_mi_idx_mk.sql,5,-1,-1,11244.16,11244.16
17c_ci_cn_mc_n_t.sql,5,-1,-1,213016.04,214670.15
19b_an_chn_ci_rt_t.sql,5,-1,-1,57067.41,57067.41
25b_ci_it2_mi_mi_idx_mk.sql,5,-1,-1,31303.73,31934.65
24b_it_mc_mi_mk_t.sql,5,-1,-1,53061.09,53061.09
12a_cn_it1_mc_mi_t.sql,5,-1,-1,243901.54,243901.54
26c_cc_cct1_it2_mi_idx_t.sql,5,-1,-1,19003.04,19003.04
21c_lt_mc_mi_mk_ml.sql,5,-1,-1,26499.21,28236.81
24a_an_ci_mc_rt_t.sql,5,-1,-1,180515.76,170610.98
27c_cc_cct1_cct2_ct_mc.sql,5,-1,-1,13734.81,13734.81
18a_ci_it2_mi_mi_idx_n.sql,5,-1,-1,33753.39,33753.99
25c_ci_it1_it2_mi_mi_idx.sql,5,-1,-1,32363.28,32363.38
31a_it1_k_mi_mi_idx_mk.sql,5,-1,-1,11658.44,11658.44
24a_ci_k_mc_mk_t.sql,5,-1,-1,6251.28,6251.28
22a_it2_k_mc_mi_idx_mk.sql,5,-1,-1,7500.04,7500.04
28b_it2_k_mi_idx_mk_t.sql,5,-1,-1,7492.8,7492.8
11a_k_lt_mk_ml_t.sql,5,-1,-1,3822.4,3822.4
31b_cn_it2_mc_mi_idx_t.sql,5,-1,-1,10332.82,10332.82
15c_cn_it1_mc_mi_mk.sql,5,-1,-1,273190.99,273190.99
24a_ci_mc_mk_n_rt.sql,5,-1,-1,167729.17,209923.84
29a_cc_cct1_k_mk_t.sql,5,-1,-1,3824.42,3824.42
31a_cn_k_mc_mi_idx_mk.sql,5,-1,-1,11216.99,11216.1
9c_ci_cn_mc_n_t.sql,5,-1,-1,570108.95,572780.43
6b.sql,5,-1,-1,12431.82,12434.57
15d_it1_mc_mi_mk_t.sql,5,-1,-1,242563.93,242573.59
29a_an_cc_ci_mi_mk.sql,5,-1,-1,1060486.82,943128.41
19c_chn_ci_mc_n_rt.sql,5,-1,-1,152905.6,152905.6
18b_ci_it1_mi_n_t.sql,5,-1,-1,243642.86,243606.01
10a_chn_ci_cn_mc_t.sql,5,-1,-1,45982.24,45982.24
20a_cc_cct1_cct2_chn_ci.sql,5,-1,-1,105928.7,105928.82
19b_cn_it_mc_mi_t.sql,5,-1,-1,55642.3,55642.3
13d_cn_ct_it_mc_miidx.sql,5,-1,-1,23273.59,25641.21
4c.sql,5,-1,-1,16542.61,16542.61
31a_ci_it1_k_mi_mk.sql,5,-1,-1,11659.5,11659.5
23b_cc_cct1_it1_mi_t.sql,5,-1,-1,78350.69,78353.62
29b_cc_cct2_k_mi_mk.sql,5,-1,-1,3852.18,3852.18
30b_ci_k_mi_idx_mk_n.sql,5,-1,-1,11743.4,11743.4
13d_it_it2_mc_mi_miidx.sql,5,-1,-1,36222.42,36223.09
15d_at_ct_it1_mc_mi.sql,5,-1,-1,242542.77,242542.87
25a_ci_it2_mi_idx_n_t.sql,5,-1,-1,33299.43,30255.63
27b_k_lt_mi_mk_ml.sql,5,-1,-1,3824.47,3824.47
29a_an_ci_mc_rt_t.sql,5,-1,-1,55605.08,55605.08
30b_it2_k_mi_mi_idx_mk.sql,5,-1,-1,11248.73,11248.73
9c_chn_ci_cn_mc_t.sql,5,-1,-1,701088.08,691640.36
11c_cn_ct_lt_mc_ml.sql,5,-1,-1,6842.88,6842.88
31b_ci_mc_mi_n_t.sql,5,-1,-1,59840.63,59840.63
19b_ci_it_mc_mi_t.sql,5,-1,-1,55654.45,55654.45
31b_ci_it1_mi_mi_idx_mk.sql,5,-1,-1,248176.98,248305.3
7a_an_ci_it_ml_pi.sql,5,-1,-1,56118.17,56140.43
