table_left,alias_left,attr_left,table_right,alias_right,attr_right,selectivity
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
cast_info,ci,movie_id,movie_info_idx,mi_idx,movie_id,8.179327856893477e-07
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
cast_info,ci,movie_id,movie_info,mi,movie_id,8.563264004127154e-07
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
cast_info,ci,movie_id,movie_info,mi,movie_id,8.563264004127154e-07
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
cast_info,ci,movie_id,movie_info,mi,movie_id,8.563264004127154e-07
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
cast_info,ci,movie_id,movie_info,mi,movie_id,8.563264004127154e-07
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
cast_info,ci,movie_id,movie_info_idx,mi_idx,movie_id,8.179327856893477e-07
cast_info,ci,movie_id,movie_info_idx,mi_idx,movie_id,8.179327856893477e-07
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
cast_info,ci,movie_id,movie_info_idx,mi_idx,movie_id,8.179327856893477e-07
cast_info,ci,movie_id,movie_info_idx,mi_idx,movie_id,8.179327856893477e-07
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
movie_info,mi,movie_id,movie_keyword,mk,movie_id,3.507677202504587e-06
movie_info,mi,movie_id,complete_cast,cc,movie_id,1.8406249932000583e-06
movie_info_idx,mi_idx,movie_id,movie_keyword,mk,movie_id,1.6697617398033516e-06
movie_info_idx,mi_idx,movie_id,complete_cast,cc,movie_id,1.5373552230341507e-06
movie_keyword,mk,movie_id,complete_cast,cc,movie_id,3.5530965978611866e-06
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
name,n,id,cast_info,ci,person_id,2.4000936996580346e-07
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it2,id,movie_info_idx,mi_idx,info_type_id,0.008849557522123894
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
comp_cast_type,cct1,id,complete_cast,cc,subject_id,0.25
comp_cast_type,cct2,id,complete_cast,cc,status_id,0.25
