file_name,num_relations,planning_time,execution_time,cost_dp,cost_geqo
20a_cc_cct2_k_mk_t.sql,5,-1,-1,12473.08,12473.08
29b_chn_ci_k_mk_t.sql,5,-1,-1,3825.28,3825.28
16b_an_ci_cn_mc_t.sql,5,-1,-1,6650246.06,5058995.25
9d_chn_ci_mc_rt_t.sql,5,-1,-1,170526.29,170526.29
24b_ci_cn_mc_mk_t.sql,5,-1,-1,6472.24,6472.43
15d_cn_ct_it1_mc_mi.sql,5,-1,-1,242705.9,242705.9
24a_chn_ci_k_mi_mk.sql,5,-1,-1,6498.3,6497.64
29c_it_k_mi_mk_t.sql,5,-1,-1,3861.32,3861.32
30a_cc_cct1_cct2_it2_mi_idx.sql,5,-1,-1,17124.41,17124.41
19a_chn_ci_it_mc_mi.sql,5,-1,-1,262841.27,263085.34
13a_ct_it2_mc_mi_miidx.sql,5,-1,-1,366416.01,366416.11
27a_cc_cct2_cn_mc_t.sql,5,-1,-1,47410.51,48512.91
16b_an_ci_k_mk_t.sql,5,-1,-1,4118.51,4118.51
17f_ci_k_mc_mk_n.sql,5,-1,-1,4528.59,4533.73
29a_cc_ci_k_mk_t.sql,5,-1,-1,3824.85,3824.85
29a_cc_cct1_mc_mi_t.sql,5,-1,-1,55568.48,55568.48
18c_ci_it1_it2_mi_mi_idx.sql,5,-1,-1,32360.48,32363.38
23a_k_mc_mi_mk_t.sql,5,-1,-1,274882.22,274729.1
14a_it2_k_mi_idx_mk_t.sql,5,-1,-1,7500.67,7500.02
26b_cc_cct1_k_mi_idx_mk.sql,5,-1,-1,7497.74,7497.74
28a_cc_it2_k_mi_idx_mk.sql,5,-1,-1,7500.85,7500.85
19a_an_ci_cn_mc_rt.sql,5,-1,-1,155412.83,155412.93
23a_cc_k_kt_mk_t.sql,5,-1,-1,74086.94,74087.04
25a_ci_it1_mi_mk_t.sql,5,-1,-1,243015.81,243015.71
15d_at_mc_mi_mk_t.sql,5,-1,-1,265318.86,271231.09
33a_lt_mc1_mi_idx1_mi_idx2_ml.sql,5,-1,-1,19106.98,19107.03
15a_it1_k_mc_mi_mk.sql,5,-1,-1,90995.16,91003.48
31b_cn_it2_mc_mi_idx_mk.sql,5,-1,-1,10333.99,10333.99
29a_chn_ci_cn_mc_t.sql,5,-1,-1,55603.23,55603.23
25a_ci_it1_mi_mi_idx_t.sql,5,-1,-1,242778.74,242938.45
13b_it_mc_mi_miidx_t.sql,5,-1,-1,19244.36,19242.04
25a_it2_mi_mi_idx_mk_t.sql,5,-1,-1,30952.31,30952.31
6c.sql,5,-1,-1,3824.97,3830.92
9a_chn_ci_mc_rt_t.sql,5,-1,-1,156288.04,156288.04
19b_chn_ci_it_mi_rt.sql,5,-1,-1,219440.69,219440.69
20c_cc_cct2_chn_ci_mk.sql,5,-1,-1,423477.78,423477.78
23a_it1_mc_mi_mk_t.sql,5,-1,-1,273167.09,273167.09
23c_cc_cct1_mc_mi_t.sql,5,-1,-1,86000.98,85999.02
27c_cn_lt_mc_mi_ml.sql,5,-1,-1,8205.6,8240.45
31b_ci_cn_mc_mi_mi_idx.sql,5,-1,-1,10349.17,10347.18
28a_cc_cn_k_mc_mk.sql,5,-1,-1,7528.4,7528.4
7a_an_ci_lt_ml_t.sql,5,-1,-1,12306.27,9885.48
19c_chn_ci_it_mi_n.sql,5,-1,-1,271142.28,271142.28
6f.sql,5,-1,-1,15195.35,13674.93
22d_it1_k_mi_mk_t.sql,5,-1,-1,7664.7,7664.7
24b_chn_ci_mc_rt_t.sql,5,-1,-1,53249.17,53249.17
27a_cc_cn_ct_mc_mk.sql,5,-1,-1,82140.87,82140.87
15a_at_cn_ct_mc_mi.sql,5,-1,-1,54054.9,61544.69
19c_chn_ci_cn_mc_t.sql,5,-1,-1,528340.24,528340.24
6e.sql,5,-1,-1,4166.69,3981.44
23a_cc_kt_mc_mk_t.sql,5,-1,-1,81823.67,75428.18
29b_cc_ci_k_mi_mk.sql,5,-1,-1,3880.21,3880.21
21a_cn_lt_mc_ml_t.sql,5,-1,-1,6555.63,6590.47
30b_cc_cct1_cct2_k_mk.sql,5,-1,-1,11221.17,11221.17
16c_an_ci_cn_mc_t.sql,5,-1,-1,1972782.04,1972782.04
17b_ci_k_mc_mk_n.sql,5,-1,-1,4433.96,4433.96
23c_cn_kt_mc_mk_t.sql,5,-1,-1,275227.12,280478.17
24b_an_ci_cn_mc_mk.sql,5,-1,-1,6522.84,6522.84
19a_an_ci_mc_mi_rt.sql,5,-1,-1,183964.77,183964.87
29b_an_cc_ci_mk_n.sql,5,-1,-1,144659.83,144659.83
25a_ci_it1_mi_mk_n.sql,5,-1,-1,246764.42,246764.42
24a_an_chn_ci_mc_mk.sql,5,-1,-1,1479143.2,1479143.2
29b_an_ci_k_mk_t.sql,5,-1,-1,3824.93,3824.93
8a_ci_mc_n1_rt_t.sql,5,-1,-1,72744.04,72744.04
7c_an_ci_lt_ml_t.sql,5,-1,-1,100046.25,66509.24
21b_ct_lt_mc_ml_t.sql,5,-1,-1,5848.89,5848.89
12a_ct_it2_mc_mi_idx_t.sql,5,-1,-1,16839.95,16893.53
31a_it2_k_mi_mi_idx_mk.sql,5,-1,-1,11248.73,11248.73
29a_cn_it_mc_mi_t.sql,5,-1,-1,55568.46,55568.46
24b_chn_ci_mc_mi_rt.sql,5,-1,-1,246244.35,246244.35
19b_chn_ci_mi_n_rt.sql,5,-1,-1,121533.9,121533.9
30b_it2_k_mi_idx_mk_t.sql,5,-1,-1,11220.5,11220.5
27b_cc_lt_mi_mk_ml.sql,5,-1,-1,18024.45,18024.0
26a_ci_it2_k_mi_idx_mk.sql,5,-1,-1,13845.92,13845.92
19a_an_ci_mc_n_t.sql,5,-1,-1,83423.19,83408.86
30a_cc_ci_it1_mi_t.sql,5,-1,-1,159460.77,159186.9
13c_ct_it_mc_miidx_t.sql,5,-1,-1,19237.78,19237.78
23c_cc_cct1_cn_mc_mi.sql,5,-1,-1,122842.47,205905.8
29b_cc_chn_ci_k_mk.sql,5,-1,-1,3876.79,3876.79
24a_it_k_mi_mk_t.sql,5,-1,-1,6266.5,6266.5
7a_ci_lt_ml_n_pi.sql,5,-1,-1,68972.05,68972.73
30c_cc_cct2_ci_mi_mk.sql,5,-1,-1,441257.67,441258.17
19c_an_ci_mc_rt_t.sql,5,-1,-1,204273.06,193821.22
31a_cn_k_mc_mk_t.sql,5,-1,-1,10796.0,10795.55
14c_it1_it2_mi_mi_idx_t.sql,5,-1,-1,26542.1,26542.1
19d_an_ci_mc_mi_t.sql,5,-1,-1,1620482.7,1731654.11
19c_ci_it_mi_n_t.sql,5,-1,-1,264447.07,264447.07
27a_cc_cn_lt_mc_ml.sql,5,-1,-1,6636.14,6671.09
23c_cc_it1_mi_mk_t.sql,5,-1,-1,199428.86,199428.86
25a_ci_it1_mi_n_t.sql,5,-1,-1,243548.53,243548.53
29a_cc_ci_k_mi_mk.sql,5,-1,-1,3881.08,3881.08
21a_cn_ct_mc_mi_t.sql,5,-1,-1,100617.69,99964.49
21a_cn_k_mc_mk_t.sql,5,-1,-1,3832.43,3832.43
29c_cc_cct1_chn_ci_t.sql,5,-1,-1,73331.24,73331.24
2a.sql,5,-1,-1,3910.41,3858.67
2b.sql,5,-1,-1,3907.4,3858.67
6d.sql,5,-1,-1,15168.31,13664.33
33b_lt_mc1_mi_idx1_mi_idx2_ml.sql,5,-1,-1,10520.28,10517.68
9a_chn_ci_cn_mc_rt.sql,5,-1,-1,154580.51,154580.51
30c_it1_it2_mi_mi_idx_t.sql,5,-1,-1,32335.2,32335.2
26c_cc_cct2_ci_k_mk.sql,5,-1,-1,14029.94,14029.94
28c_cc_cct1_cct2_mc_mk.sql,5,-1,-1,19607.59,19607.59
29b_cc_cct1_cct2_ci_mk.sql,5,-1,-1,98966.38,98966.38
12c_cn_it2_mc_mi_mi_idx.sql,5,-1,-1,21858.31,21977.27
30c_ci_it1_k_mi_mk.sql,5,-1,-1,11765.48,11765.48
27c_cc_cn_lt_mc_ml.sql,5,-1,-1,6636.14,6671.09
9a_chn_ci_cn_mc_t.sql,5,-1,-1,149779.8,141386.89
30c_cc_k_mi_idx_mk_t.sql,5,-1,-1,11334.55,11334.55
12b_cn_it2_mc_mi_mi_idx.sql,5,-1,-1,100719.43,100719.43
32b_k_lt_mk_ml_t1.sql,5,-1,-1,3826.81,3829.09
24b_an_ci_k_mk_n.sql,5,-1,-1,7719.71,7719.71
21c_ct_mc_mi_ml_t.sql,5,-1,-1,33285.4,23505.14
9b_chn_ci_mc_n_rt.sql,5,-1,-1,121531.17,121531.17
12a_it1_it2_mi_mi_idx_t.sql,5,-1,-1,16999.36,16997.55
29c_cc_ci_cn_mc_t.sql,5,-1,-1,109956.51,109956.51
30a_cc_cct1_k_mi_mk.sql,5,-1,-1,11595.79,11593.45
24b_chn_ci_mk_n_rt.sql,5,-1,-1,153283.45,153283.45
9a_chn_ci_mc_n_t.sql,5,-1,-1,121587.43,121587.44
22a_it1_kt_mc_mi_t.sql,5,-1,-1,102770.66,102770.66
5a.sql,5,-1,-1,36999.38,36998.08
23c_cc_ct_k_mc_mk.sql,5,-1,-1,428541.8,511291.63
31c_it1_k_mc_mi_mk.sql,5,-1,-1,11763.51,11763.51
30a_cc_cct1_cct2_ci_t.sql,5,-1,-1,52163.83,52163.83
25a_ci_it2_mi_mi_idx_n.sql,5,-1,-1,31085.07,31085.07
15a_at_cn_mc_mi_t.sql,5,-1,-1,51003.29,54052.66
26b_cc_cct1_chn_ci_t.sql,5,-1,-1,86354.45,82619.08
27a_cc_cct2_mc_mk_t.sql,5,-1,-1,63393.63,66600.82
24b_cn_k_mc_mi_mk.sql,5,-1,-1,6505.26,6504.81
1b.sql,5,-1,-1,20172.41,20149.47
26c_cc_cct2_it2_mi_idx_t.sql,5,-1,-1,19003.04,19003.04
13b_cn_it_mc_mi_miidx.sql,5,-1,-1,105854.17,105854.17
19b_an_ci_cn_mc_mi.sql,5,-1,-1,172214.3,172214.0
15a_at_k_mi_mk_t.sql,5,-1,-1,258519.43,258280.58
31a_ci_cn_k_mc_mk.sql,5,-1,-1,11218.06,11217.16
31b_ci_k_mi_mk_n.sql,5,-1,-1,12086.77,12150.73
29c_chn_ci_k_mk_t.sql,5,-1,-1,3847.62,3847.62
14c_it1_kt_mi_mi_idx_t.sql,5,-1,-1,306831.06,306831.06
19c_an_chn_ci_rt_t.sql,5,-1,-1,159223.0,159223.55
13a_it_it2_mi_miidx_t.sql,5,-1,-1,34862.61,34863.17
29c_cc_it_k_mi_mk.sql,5,-1,-1,3897.29,3897.29
29c_cc_cct2_k_mc_mk.sql,5,-1,-1,3830.97,3830.97
8c_a1_ci_mc_n1_rt.sql,5,-1,-1,822023.01,822023.01
14b_kt_mi_mi_idx_mk_t.sql,5,-1,-1,55989.66,55989.66
27b_ct_k_mc_mi_mk.sql,5,-1,-1,3883.97,3883.99
29a_cc_cct1_cct2_ci_t.sql,5,-1,-1,17612.25,17612.25
24b_ci_cn_mc_mi_n.sql,5,-1,-1,6494.71,6495.67
30a_ci_it2_k_mi_idx_mk.sql,5,-1,-1,11244.16,11244.16
17c_ci_cn_mc_n_t.sql,5,-1,-1,213016.04,214670.15
27b_cc_cct1_k_mk_ml.sql,5,-1,-1,3826.79,3826.85
19b_an_chn_ci_rt_t.sql,5,-1,-1,57067.41,57067.41
24b_it_mc_mi_mk_t.sql,5,-1,-1,53061.09,53061.09
12a_cn_it1_mc_mi_t.sql,5,-1,-1,243901.54,243901.54
26c_cc_cct1_it2_mi_idx_t.sql,5,-1,-1,19003.04,19003.04
31a_ci_it2_k_mi_idx_mk.sql,5,-1,-1,11244.16,11244.16
21c_lt_mc_mi_mk_ml.sql,5,-1,-1,26499.21,28236.81
24a_an_ci_mc_rt_t.sql,5,-1,-1,180515.76,170610.98
27c_cc_cct1_cct2_ct_mc.sql,5,-1,-1,13734.81,13734.81
9c_chn_ci_cn_mc_n.sql,5,-1,-1,569598.53,569598.53
18a_ci_it2_mi_mi_idx_n.sql,5,-1,-1,33753.39,33753.99
25c_ci_it1_it2_mi_mi_idx.sql,5,-1,-1,32363.28,32363.38
31a_it1_k_mi_mi_idx_mk.sql,5,-1,-1,11658.44,11658.44
26c_chn_ci_k_mi_idx_mk.sql,5,-1,-1,20011.93,20011.93
24a_ci_k_mc_mk_t.sql,5,-1,-1,6251.28,6251.28
22a_it2_k_mc_mi_idx_mk.sql,5,-1,-1,7500.04,7500.04
28b_it2_k_mi_idx_mk_t.sql,5,-1,-1,7492.8,7492.8
11a_k_lt_mk_ml_t.sql,5,-1,-1,3822.4,3822.4
31b_cn_it2_mc_mi_idx_t.sql,5,-1,-1,10332.82,10332.82
15c_cn_it1_mc_mi_mk.sql,5,-1,-1,273190.99,273190.99
24a_ci_mc_mk_n_rt.sql,5,-1,-1,167729.17,209923.84
29a_cc_cct1_k_mk_t.sql,5,-1,-1,3824.42,3824.42
9c_ci_cn_mc_n_t.sql,5,-1,-1,570108.95,572780.43
6b.sql,5,-1,-1,12431.82,12434.57
15d_it1_mc_mi_mk_t.sql,5,-1,-1,242563.93,242573.59
29a_an_cc_ci_mi_mk.sql,5,-1,-1,1060486.82,943128.41
19c_chn_ci_mc_n_rt.sql,5,-1,-1,152905.6,152905.6
18b_ci_it1_mi_n_t.sql,5,-1,-1,243642.86,243606.01
10a_chn_ci_cn_mc_t.sql,5,-1,-1,45982.24,45982.24
19b_cn_it_mc_mi_t.sql,5,-1,-1,55642.3,55642.3
13d_cn_ct_it_mc_miidx.sql,5,-1,-1,23273.59,25641.21
4c.sql,5,-1,-1,16542.61,16542.61
31a_ci_it1_k_mi_mk.sql,5,-1,-1,11659.5,11659.5
23b_cc_cct1_it1_mi_t.sql,5,-1,-1,78350.69,78353.62
29b_cc_cct2_k_mi_mk.sql,5,-1,-1,3852.18,3852.18
30b_ci_k_mi_idx_mk_n.sql,5,-1,-1,11743.4,11743.4
13d_it_it2_mc_mi_miidx.sql,5,-1,-1,36222.42,36223.09
15d_at_ct_it1_mc_mi.sql,5,-1,-1,242542.77,242542.87
25a_ci_it2_mi_idx_n_t.sql,5,-1,-1,33299.43,30255.63
29a_an_ci_mc_rt_t.sql,5,-1,-1,55605.08,55605.08
30b_it2_k_mi_mi_idx_mk.sql,5,-1,-1,11248.73,11248.73
30c_cc_ci_k_mk_n.sql,5,-1,-1,11648.77,11648.77
9c_chn_ci_cn_mc_t.sql,5,-1,-1,701088.08,691640.36
