file_name,num_relations,planning_time,execution_time,cost
30a_cc_cct2_it2_mi_mi_idx.sql,5,-1,-1,19776.58
24b_an_ci_cn_it_mc_mi_mk_n_rt.sql,9,-1,-1,6501.18
9d_an_chn_ci_n_rt.sql,5,-1,-1,157029.18
33c_it1_it2_kt1_lt_mi_idx1_mi_idx2_ml_t1.sql,8,-1,-1,3269.08
19a_chn_ci_cn_it_mc_mi_t.sql,7,-1,-1,128098.63
26c_cc_cct1_cct2_chn_ci_it2_kt_mi_idx_mk_t.sql,10,-1,-1,10229.8
29b_an_cc_cct1_cct2_chn_ci_cn_mc_mk_n_pi_t.sql,12,-1,-1,17612.55
26c_cc_cct2_ci_k_mk_n.sql,6,-1,-1,15910.57
21c_ct_lt_mc_ml_t.sql,5,-1,-1,5848.89
26b_cc_cct2_it2_k_mi_idx_mk.sql,6,-1,-1,7492.96
28b_cc_cct2_cn_ct_it2_k_mc_mi_idx_mk.sql,9,-1,-1,7496.1
28c_cc_cct1_cct2_cn_k_mc_mk_t.sql,8,-1,-1,7497.78
28a_ct_it2_k_mc_mi_mi_idx_mk.sql,7,-1,-1,7505.57
24a_an_chn_ci_cn_it_mc_mi_n_rt.sql,9,-1,-1,175276.52
28a_cc_cct1_cct2_cn_ct_k_kt_mc_mi_mi_idx_mk_t.sql,12,-1,-1,7509.61
22d_cn_ct_kt_mc_t.sql,5,-1,-1,131320.52
16c_cn_k_mc_mk.sql,4,-1,-1,3906.39
26c_cc_cct1_cct2_ci_it2_kt_mi_idx_t.sql,8,-1,-1,10208.38
29c_ci_mk_n_pi_rt.sql,5,-1,-1,166466.84
22d_cn_it1_mc_mi_mi_idx_mk.sql,6,-1,-1,369453.64
24a_an_chn_ci_cn_mc_n_t.sql,7,-1,-1,146952.61
19d_an_chn_ci_it_mc_mi_rt_t.sql,8,-1,-1,205533.52
23a_cn_ct_k_kt_mc_mi_mk_t.sql,8,-1,-1,200101.94
9c_chn_ci_mc_n_t.sql,5,-1,-1,569283.19
29b_cc_cct1_ci_mk.sql,4,-1,-1,386674.41
29b_an_cc_ci_cn_mc_pi_rt.sql,7,-1,-1,196388.42
29c_an_cc_cct1_cct2_ci_k_mi_mk.sql,8,-1,-1,3839.07
30c_cc_cct1_cct2_it1_it2_mi_mi_idx.sql,7,-1,-1,10790.75
15b_ct_it1_mc_mi_t.sql,5,-1,-1,76298.7
15b_cn_ct_mc_mk_t.sql,5,-1,-1,6471.92
24b_chn_ci_cn_it_mc_mi.sql,6,-1,-1,6484.74
28b_cn_it2_mc_mi_idx.sql,4,-1,-1,17648.94
30b_cc_cct1_cct2_ci.sql,4,-1,-1,170404.14
29b_cc_chn_ci_k_mk_n_pi_rt.sql,8,-1,-1,3862.15
20b_cc_cct1_cct2_ci_k_mk_n.sql,7,-1,-1,12849.92
20a_cc_cct1_chn_ci_k_kt_mk_t.sql,8,-1,-1,12456.49
21b_cn_lt_mc_mi_mk_ml.sql,6,-1,-1,9076.06
30a_cc_cct1_cct2_mk.sql,4,-1,-1,45970.23
29a_cc_cct1_cct2_t.sql,4,-1,-1,17602.43
19d_an_ci_it_mi_rt_t.sql,6,-1,-1,267749.01
29b_an_cc_cct1_ci_cn_it3_mc_pi_rt.sql,9,-1,-1,93024.48
33a_cn2_it1_it2_kt1_kt2_lt_mc2_mi_idx1_mi_idx2_ml_t1_t2.sql,12,-1,-1,3231.33
24b_k_mi_mk_t.sql,4,-1,-1,7489.15
23a_cc_cct1_cn_ct_it1_kt_mc_mi_mk_t.sql,10,-1,-1,58201.12
31c_ci_cn_k_mc_mi_mi_idx_mk_t.sql,8,-1,-1,11227.74
31b_ci_cn_it1_mc_mi_mi_idx_mk_n_t.sql,9,-1,-1,10365.9
31c_ci_k_mk_n_t.sql,5,-1,-1,11668.7
19d_chn_ci_mc_rt_t.sql,5,-1,-1,161071.52
28a_cc_cct2_mc_t.sql,4,-1,-1,60901.37
29c_an_chn_ci_cn_mc_mk_n_rt_t.sql,9,-1,-1,146360.97
26c_cc_chn_ci_it2_mi_idx_n.sql,6,-1,-1,33697.71
29a_an_cc_chn_ci_k_mi_mk.sql,7,-1,-1,3916.64
29a_an_cc_ci_k_mi_mk.sql,6,-1,-1,3881.63
26b_cc_cct1_chn_ci_mi_idx.sql,5,-1,-1,47431.4
29c_an_cc_cct1_cct2_ci_cn_it_it3_k_mc_mi_mk_n_pi_rt_t.sql,16,-1,-1,3960.49
27b_cc_cct1_cct2_ct_lt_mc_mk_ml_t.sql,9,-1,-1,1225.58
30a_cc_cct2_ci_it1_it2_k_mi_mi_idx_mk.sql,9,-1,-1,11246.62
23c_cc_cct1_ct_kt_mc_mk_t.sql,7,-1,-1,82602.56
24a_an_chn_ci_cn_k_mc_mk_n.sql,8,-1,-1,6399.69
11c_ct_k_mc_mk_t.sql,5,-1,-1,6278.39
8d_an1_ci_cn_mc_n1_rt.sql,6,-1,-1,681252.53
28c_cc_cct2_mc_t.sql,4,-1,-1,46686.13
26b_cc_cct1_cct2_chn_ci_it2_kt_mi_idx_mk_t.sql,10,-1,-1,9928.43
29b_chn_ci_cn_mc_n_pi_rt_t.sql,8,-1,-1,55561.84
28c_cc_cct1_cct2_kt_mc_mk_t.sql,7,-1,-1,18178.42
23b_cc_cct1_it1_kt_mc_mi_mk_t.sql,8,-1,-1,59016.37
29c_an_ci_mc_n_pi_rt_t.sql,7,-1,-1,135502.89
30c_cc_cct1_ci_it1_it2_mi_mi_idx_mk.sql,8,-1,-1,19957.68
28a_cc_cct1_cct2_it2_mc_mi_idx.sql,6,-1,-1,20252.83
26a_cc_cct2_ci_it2_mi_idx_n.sql,6,-1,-1,17728.14
29a_cc_cct1_cct2_ci_cn_k_mc_mk_pi_t.sql,10,-1,-1,3829.41
12a_ct_it1_mc_mi_mi_idx.sql,5,-1,-1,124561.02
15a_at_ct_k_mc_mi_mk_t.sql,7,-1,-1,55913.36
19d_an_chn_ci_it_mi_n_t.sql,7,-1,-1,663489.54
22c_cn_ct_k_kt_mc_mk_t.sql,7,-1,-1,7500.91
11b_ct_k_mc_mk.sql,4,-1,-1,3827.58
17a_ci_mc_n_t.sql,4,-1,-1,1344502.69
30a_cc_cct2_ci_k_mi_mi_idx_mk.sql,7,-1,-1,11454.63
22b_cn_ct_it2_mc_mi_idx_mk_t.sql,7,-1,-1,20803.26
19c_an_chn_ci_n.sql,4,-1,-1,152548.99
19c_an_chn_ci_mc_t.sql,5,-1,-1,743509.36
21c_ct_mc_mi_t.sql,4,-1,-1,393405.41
29a_cc_cct1_cct2_chn_ci_cn_it3_k_mc_mk_n_pi_rt_t.sql,14,-1,-1,3834.45
23b_cc_cct1_ct_k_kt_mc_mk_t.sql,8,-1,-1,7499.16
23b_cn_ct_mc_mk.sql,4,-1,-1,381775.16
24b_an_chn_ci_cn_mc_mi_mk_n_t.sql,9,-1,-1,6516.96
11a_cn_ct_k_mc_mk_ml_t.sql,7,-1,-1,3830.42
13b_it2_kt_mi_t.sql,4,-1,-1,49844.5
22d_ct_kt_mc_t.sql,4,-1,-1,139511.49
17f_ci_cn_k_mc_mk_n.sql,6,-1,-1,4946.64
26b_cc_cct1_chn_ci_it2_mi_idx_mk.sql,7,-1,-1,16606.33
29a_cc_cct2_it_k_mc_mi_mk.sql,7,-1,-1,3858.08
29b_cc_cct1_chn_ci_mi_mk.sql,6,-1,-1,56393.72
29b_an_cc_ci_n_pi.sql,5,-1,-1,134119.94
33b_cn2_kt2_lt_mc1_mc2_ml_t2.sql,7,-1,-1,7489.36
33c_it1_lt_mc2_mi_idx1_ml_t2.sql,6,-1,-1,3714.85
29c_an_cc_cct1_cct2_chn_ci_cn_k_mc_mi_mk_pi_t.sql,13,-1,-1,3935.76
29a_an_cc_cct1_cct2_chn_ci_cn_k_mc_mi_mk_pi_t.sql,13,-1,-1,3920.07
9d_an_chn_ci_mc_t.sql,5,-1,-1,999099.19
28a_cn_ct_k_mc_mk.sql,5,-1,-1,7520.95
33c_cn2_it1_it2_kt2_lt_mc1_mc2_mi_idx1_mi_idx2_ml_t2.sql,11,-1,-1,3378.62
19c_chn_ci_cn_mc_mi_n_t.sql,7,-1,-1,574345.06
19d_an_chn_ci_cn_mc_n_rt.sql,7,-1,-1,160347.17
12a_it2_mc_mi_mi_idx_t.sql,5,-1,-1,16980.25
25c_ci_mi_n_t.sql,4,-1,-1,870482.19
27c_cc_cct1_cct2_cn_ct_k_lt_mc_mk_ml_t.sql,11,-1,-1,1384.65
18c_ci_it2_mi_idx_t.sql,4,-1,-1,28914.91
25c_it1_k_mi_mi_idx_mk.sql,5,-1,-1,11763.36
33c_it1_it2_kt1_lt_mc2_mi_idx1_mi_idx2_ml_t1.sql,9,-1,-1,3269.8
29c_an_cc_cct1_cct2_chn_ci_it_mi_rt.sql,9,-1,-1,52843.8
30c_cc_cct1_cct2_it2_k_mi_idx_mk.sql,7,-1,-1,11232.96
29c_an_cc_cct1_cct2_ci_cn_it_mc_mi_mk_pi_t.sql,12,-1,-1,51515.66
22a_it1_it2_mi_mi_idx_mk.sql,5,-1,-1,31018.34
27b_k_mi_mk_t.sql,4,-1,-1,3825.25
30a_cc_cct2_ci_it2_mi_mi_idx_t.sql,7,-1,-1,19062.67
30c_cc_cct1_cct2_it1_mi_mk.sql,6,-1,-1,53984.47
29b_an_cc_cct2_ci_k_mk_pi.sql,7,-1,-1,3879.09
33a_cn1_it2_lt_mc1_mi_idx1_mi_idx2_ml.sql,7,-1,-1,10761.98
29b_cc_cct1_cct2_mi_mk.sql,5,-1,-1,81841.77
15b_ct_k_mc_mk.sql,4,-1,-1,93879.32
27b_cc_lt_mc_mi_ml.sql,5,-1,-1,11522.17
15a_ct_mc_mi_t.sql,4,-1,-1,80110.78
28c_cn_ct_it1_it2_k_mc_mi_mi_idx_mk_t.sql,10,-1,-1,7509.04
19d_an_chn_ci_n_rt_t.sql,6,-1,-1,158187.26
15a_cn_mc_mi_mk.sql,4,-1,-1,61553.1
33b_it1_it2_kt1_lt_mc1_mi_idx1_mi_idx2_ml_t1_t2.sql,10,-1,-1,2420.92
16b_an_ci_mc_t.sql,4,-1,-1,7516675.1
30a_cc_cct2_ci_mi_mk.sql,5,-1,-1,323405.5
23c_cc_cct1_cn_ct_mc.sql,5,-1,-1,50622.01
19c_chn_ci_cn_it_mc_mi_rt_t.sql,8,-1,-1,179434.03
27b_cn_ct_mc_mi.sql,4,-1,-1,140934.29
27c_cc_cct1_cn_lt_mc_ml.sql,6,-1,-1,2276.56
29c_an_cc_cct1_cct2_chn_ci_it_it3_k_mc_mi_mk_pi_rt_t.sql,15,-1,-1,3936.74
22d_ct_k_mc_mi_mk.sql,5,-1,-1,8196.8
31b_ci_cn_mc_t.sql,4,-1,-1,10376.51
11d_cn_ct_mc_mk_t.sql,5,-1,-1,393332.94
30c_cc_cct2_ci_it1_it2_mi_mi_idx_n_t.sql,9,-1,-1,19999.64
26c_cc_cct1_cct2_mi_idx_t.sql,5,-1,-1,20064.08
17e_ci_cn_mc_n_t.sql,5,-1,-1,2806199.14
32b_lt_mk_ml_t1.sql,4,-1,-1,23008.33
19a_chn_ci_mi_n.sql,4,-1,-1,121598.76
33b_cn1_cn2_it1_lt_mc1_mc2_mi_idx1_ml_t1.sql,9,-1,-1,2535.07
30c_cc_cct1_cct2_k_mi_mi_idx_mk_t.sql,8,-1,-1,11233.0
28a_cc_cct1_it2_k_mi_mi_idx_mk.sql,7,-1,-1,7505.2
22c_it1_it2_k_kt_mi_mi_idx_mk_t.sql,8,-1,-1,7505.09
30c_cc_cct2_it2_mi_mi_idx.sql,5,-1,-1,20017.72
28a_it2_mc_mi_idx_t.sql,4,-1,-1,21747.14
21c_k_mc_mi_mk_ml_t.sql,6,-1,-1,3869.16
27a_cc_cct1_cct2_lt_mk_ml.sql,6,-1,-1,1544.05
16d_an_ci_n_t.sql,4,-1,-1,1612983.79
23a_k_kt_mc_mk_t.sql,5,-1,-1,290342.14
28c_cc_cct1_cct2_cn_ct_it1_it2_mc_mi_mi_idx.sql,10,-1,-1,10390.0
15a_cn_mc_mk_t.sql,4,-1,-1,56680.61
23c_cc_cct1_ct_it1_k_mc_mi_mk.sql,8,-1,-1,205684.56
28a_cc_cct1_cct2_cn_ct_it2_mc_mi_idx.sql,8,-1,-1,20283.99
8b_ci_cn_mc_n.sql,4,-1,-1,44041.16
8d_ci_cn_mc_n1_rt_t.sql,6,-1,-1,616487.98
33c_cn2_it1_it2_kt1_kt2_lt_mc2_mi_idx1_mi_idx2_ml_t1_t2.sql,12,-1,-1,3209.01
27c_cc_cct1_cct2_lt_mc_mi_ml_t.sql,8,-1,-1,925.97
29b_an_cc_cct1_cct2_chn_ci_it_k_mi_mk_n_pi_rt_t.sql,14,-1,-1,3945.86
10c_chn_ci_cn_mc.sql,4,-1,-1,610740.96
18a_ci_it1_mi_mi_idx_t.sql,5,-1,-1,342069.71
29c_ci_cn_mc_mk_n_pi_rt_t.sql,8,-1,-1,165649.18
25c_ci_it1_mi_mi_idx.sql,4,-1,-1,278121.38
27a_cc_cct2_lt_mc_ml.sql,5,-1,-1,1495.93
30a_cc_cct2_it2_mi_mi_idx_mk.sql,6,-1,-1,20023.18
22d_cn_ct_it1_mc_mi_mk.sql,6,-1,-1,299507.66
12b_cn_it1_it2_mc_mi_mi_idx.sql,6,-1,-1,38865.84
24a_ci_it_mi_n.sql,4,-1,-1,263927.3
27c_cc_cct1_cct2_mc_mi_mk.sql,6,-1,-1,129028.72
23a_cc_cn_it1_k_mc_mi_mk.sql,7,-1,-1,273183.29
30a_cc_ci_k_mk.sql,4,-1,-1,11621.08
21c_ct_k_lt_mc_mi_mk_ml.sql,7,-1,-1,3826.2
21a_k_mc_mi_mk_ml_t.sql,6,-1,-1,3839.31
19c_an_ci_mc_mi_n_t.sql,6,-1,-1,523917.07
19a_an_ci_cn_mc.sql,4,-1,-1,322412.28
19b_an_chn_ci_it_mc_mi_rt_t.sql,8,-1,-1,55662.95
11a_cn_k_mc_mk_ml.sql,5,-1,-1,3838.2
20a_cc_cct2_chn_ci_k_mk_n_t.sql,8,-1,-1,14003.43
33b_it1_kt1_lt_mc2_mi_idx1_mi_idx2_ml_t1_t2.sql,9,-1,-1,2425.86
25b_ci_k_mk_n_t.sql,5,-1,-1,8738.12
19a_an_ci_mc_mi.sql,4,-1,-1,781125.96
26a_chn_ci_it2_k_mi_idx_mk_n_t.sql,8,-1,-1,13858.39
26b_cc_cct1_cct2_ci_k_mi_idx_mk.sql,7,-1,-1,7496.84
24a_ci_cn_it_mc_mi_mk.sql,6,-1,-1,269496.23
31a_cn_it1_it2_k_mc_mi_mi_idx_mk.sql,8,-1,-1,10435.94
26c_ci_k_mk_n.sql,4,-1,-1,19855.82
28b_cc_cct2_cn_mc_mk_t.sql,6,-1,-1,62599.96
29b_cc_cct1_cct2_ci_k_mc_mk_t.sql,8,-1,-1,3827.59
23c_cc_cct1_mi_mk_t.sql,5,-1,-1,86000.33
28a_cn_k_mc_mk_t.sql,5,-1,-1,7528.0
21a_cn_k_mc_mk_ml.sql,5,-1,-1,3838.2
26a_cc_cct1_cct2_chn_ci_kt_mi_idx_t.sql,8,-1,-1,15697.92
2c_cn_k_mc_mk.sql,4,-1,-1,3906.39
18a_it1_mi_mi_idx_t.sql,4,-1,-1,304377.69
28a_cc_cct1_cct2_it2_k_mi_idx_mk.sql,7,-1,-1,7502.98
31c_ci_it1_mc_mi_mi_idx_mk.sql,6,-1,-1,300256.79
29c_an_cc_cct1_chn_ci_k_mi_mk_pi_t.sql,10,-1,-1,3916.21
19d_an_ci_mc_n_rt.sql,5,-1,-1,176047.12
30c_cc_ci_it1_it2_k_mi_mi_idx_mk_t.sql,9,-1,-1,11256.34
28c_cc_cct2_k_mc_mk_t.sql,6,-1,-1,7518.89
12a_ct_it2_mc_mi_idx.sql,4,-1,-1,16752.97
9c_ci_cn_mc_n.sql,4,-1,-1,571038.92
27c_cc_cct1_k_lt_mi_mk_ml.sql,7,-1,-1,3826.09
23c_cn_ct_it1_mc_mi.sql,5,-1,-1,273180.33
25c_ci_it1_it2_mi_mi_idx_mk.sql,6,-1,-1,32386.5
31c_ci_it1_k_mi_mk.sql,5,-1,-1,11765.48
19d_an_ci_it_mi_n_rt_t.sql,7,-1,-1,183529.43
28b_cc_ct_it2_k_kt_mc_mi_mi_idx_mk_t.sql,10,-1,-1,7498.62
29b_cc_cct1_cct2_chn_ci_k_mk_n_pi_t.sql,10,-1,-1,3830.1
31c_k_mi_mi_idx_mk.sql,4,-1,-1,11877.71
29c_an_cc_cct1_cct2_chn_ci_it_k_mc_mi_mk_n_rt_t.sql,14,-1,-1,3926.55
27b_cc_cct1_cct2_cn_mc_t.sql,6,-1,-1,32588.97
29b_cc_cct1_cct2_ci_k_mc_mi_mk_t.sql,9,-1,-1,3833.0
30c_cc_cct1_cct2_ci_it1_mi_mi_idx.sql,7,-1,-1,54345.93
9a_chn_ci_mc_n.sql,4,-1,-1,121586.99
21a_cn_ct_lt_mc_mk_ml.sql,6,-1,-1,6208.68
29b_an_cc_cct1_cct2_chn_ci_it_it3_k_mc_mi_mk_n_pi_rt_t.sql,16,-1,-1,3965.99
23c_cc_it1_k_mc_mi_mk_t.sql,7,-1,-1,199429.9
15d_at_it1_k_mc_mi_mk_t.sql,7,-1,-1,242741.81
12c_cn_ct_it1_mc_mi_mi_idx_t.sql,7,-1,-1,86350.44
15a_ct_it1_k_mc_mi_mk.sql,6,-1,-1,90995.31
29b_cc_cct1_chn_ci_cn_mc_n_rt_t.sql,9,-1,-1,55553.41
29a_cc_cct1_k_mc_mk.sql,5,-1,-1,3830.97
33b_it1_kt2_lt_mc1_mi_idx1_ml_t1_t2.sql,8,-1,-1,2570.0
29b_cc_cct1_cct2_chn_ci_it_k_mi_mk_n_pi_rt_t.sql,13,-1,-1,3935.03
26c_cc_cct1_cct2_ci_it2_mi_idx_mk_n.sql,8,-1,-1,28362.59
28b_cc_cct1_cct2_cn_it1_mc_mi_mk_t.sql,9,-1,-1,47367.69
12c_cn_ct_mc_mi_mi_idx.sql,5,-1,-1,166663.43
28a_cc_cct1_cct2_it1_mi.sql,5,-1,-1,152288.88
29b_an_cc_cct1_cct2_chn_ci_it_k_mi_mk_n_rt_t.sql,13,-1,-1,3894.91
27c_cc_cct2_k_lt_mi_mk_ml.sql,7,-1,-1,3826.08
30c_cc_cct1_cct2_it2_k_mi_mi_idx_mk_t.sql,9,-1,-1,11313.49
19a_chn_ci_n_rt.sql,4,-1,-1,121582.04
29b_cc_chn_ci_k_mi_mk_n_rt_t.sql,9,-1,-1,3880.67
22b_k_mi_mk_t.sql,4,-1,-1,7561.76
28a_cc_cct2_cn_ct_it1_it2_mc_mi_mi_idx_mk_t.sql,11,-1,-1,21300.34
24b_an_chn_ci_rt.sql,4,-1,-1,144971.42
10c_chn_ci_cn_mc_rt_t.sql,6,-1,-1,653489.47
21b_ct_lt_mc_ml.sql,4,-1,-1,5160.04
24a_an_chn_ci_cn_mc_mk_rt.sql,7,-1,-1,306611.24
9b_chn_ci_cn_mc_t.sql,5,-1,-1,89953.58
13a_ct_it2_kt_mc_mi_t.sql,6,-1,-1,228755.32
21c_lt_mi_mk_ml.sql,4,-1,-1,21840.19
15c_cn_it1_mc_mi_t.sql,5,-1,-1,273165.47
24a_an_ci_mc_n.sql,4,-1,-1,147251.62
19a_ci_cn_mc_mi_n.sql,5,-1,-1,121589.72
27b_cc_cct1_cct2_cn_lt_mc_mk_ml_t.sql,9,-1,-1,1262.74
30a_cc_cct1_cct2_ci_mi_idx_mk.sql,6,-1,-1,150322.34
13d_cn_ct_it2_mc_mi_miidx.sql,6,-1,-1,314723.66
29c_an_cc_cct1_cct2_ci_cn_it_k_mc_mi_mk_pi_rt_t.sql,14,-1,-1,3898.36
27c_cc_cct1_cct2_t.sql,4,-1,-1,17581.0
31c_ci_cn_mc_mi_idx_mk.sql,5,-1,-1,11567.09
9d_ci_mc_n_t.sql,4,-1,-1,742712.05
22d_cn_k_kt_mc_mk_t.sql,6,-1,-1,7504.59
29c_an_cc_ci_cn_it_mc_mi_mk_rt_t.sql,10,-1,-1,119838.1
31b_ci_it1_mi_mi_idx_n.sql,5,-1,-1,244533.31
33b_cn1_lt_mc1_mc2_ml_t2.sql,6,-1,-1,6907.99
31a_ci_cn_it2_mc_mi_mi_idx_n.sql,7,-1,-1,10440.16
33a_cn1_it1_it2_lt_mc1_mc2_mi_idx1_mi_idx2_ml.sql,9,-1,-1,3381.39
11b_ct_k_mc_mk_ml.sql,5,-1,-1,3827.69
29a_an_ci_cn_mc_n_pi_rt_t.sql,8,-1,-1,55605.23
28a_cn_ct_it2_k_mc_mi_idx_mk_t.sql,8,-1,-1,7503.37
30c_cc_ci_it2_mi_idx_n.sql,5,-1,-1,22706.04
31a_cn_k_mc_mi_idx_mk_t.sql,6,-1,-1,10703.25
19b_an_ci_it_mi.sql,4,-1,-1,262659.28
16d_ci_k_mc_mk_t.sql,5,-1,-1,3844.44
22d_it1_k_kt_mc_mi_mk_t.sql,7,-1,-1,7540.79
20c_cc_cct1_ci_k_kt_mk_n_t.sql,8,-1,-1,14014.6
19b_an_chn_ci_it_mc_mi_rt.sql,7,-1,-1,149040.98
27c_cc_cct2_k_lt_mk_ml.sql,6,-1,-1,3823.46
13c_cn_ct_it_mc_mi_miidx_t.sql,7,-1,-1,19241.55
27a_cc_cct1_cct2_mk.sql,4,-1,-1,45970.23
29c_an_cc_cct2_chn_ci_k_mk_t.sql,8,-1,-1,3832.52
29a_chn_ci_cn_k_mc_mk_pi_rt_t.sql,9,-1,-1,3828.86
30b_cc_cct1_ci_it1_it2_mi_mi_idx_t.sql,8,-1,-1,19178.05
29a_cc_ci_cn_it_k_mc_mi_mk_n_pi_t.sql,11,-1,-1,3923.19
28b_cc_cct2_ct_k_mc_mi_idx_mk_t.sql,8,-1,-1,7519.87
27b_cc_cct1_cct2_lt_mi_ml_t.sql,7,-1,-1,1275.08
31c_cn_mc_mi_mi_idx.sql,4,-1,-1,10829.49
30b_ci_mi_idx_mk_n.sql,4,-1,-1,1000739.87
7b_an_ci_lt_ml_n.sql,5,-1,-1,92383.35
27c_cc_cct1_cct2_mc_mi_t.sql,6,-1,-1,30490.48
30a_cc_cct1_cct2_ci_it1_it2_mi_mi_idx_t.sql,9,-1,-1,17513.89
20b_cc_cct1_ci_k_kt_mk_t.sql,7,-1,-1,12453.36
22b_cn_it1_k_kt_mc_mi_mi_idx_mk_t.sql,9,-1,-1,7498.9
29a_an_ci_mk_rt.sql,4,-1,-1,284148.58
29a_cc_cct1_cn_it_mc_mi_t.sql,7,-1,-1,55569.11
24a_chn_ci_cn_mc_mi_n_rt.sql,7,-1,-1,167725.08
11b_ct_mc_mk_ml_t.sql,5,-1,-1,6730.18
23b_cn_ct_mc_mi_mk.sql,5,-1,-1,259793.69
29a_cc_cct1_cct2_chn_ci_cn_it_k_mc_mi_mk_t.sql,12,-1,-1,3859.7
20a_k_kt_mk_t.sql,4,-1,-1,12430.48
29c_cc_cct1_k_mi_mk.sql,5,-1,-1,3854.79
28b_cc_cct1_cct2_cn_ct_it1_k_mc_mi_mk_t.sql,11,-1,-1,7514.57
29b_an_cc_cct1_chn_ci_cn_it3_mc_mk_n_pi_t.sql,12,-1,-1,55554.23
23b_ct_it1_mc_mi_mk.sql,5,-1,-1,257729.45
28a_cc_cct1_cct2_k_mc_mk.sql,6,-1,-1,7510.28
25a_ci_k_mi_mk.sql,4,-1,-1,9092.39
29a_cc_cct1_cct2_cn_k_mc_mi_mk.sql,8,-1,-1,3841.76
11c_cn_k_lt_mc_mk_ml_t.sql,7,-1,-1,4698.94
33c_it1_kt1_kt2_lt_mc1_mi_idx1_ml_t1_t2.sql,9,-1,-1,3359.27
31c_ci_k_mc_mi_mk_t.sql,6,-1,-1,13064.21
27a_lt_mc_mi_mk_ml.sql,5,-1,-1,15336.45
31b_cn_k_mc_mi_mk.sql,5,-1,-1,10346.74
14a_it2_k_kt_mi_idx_mk_t.sql,6,-1,-1,7491.64
29a_chn_ci_k_mk_n_rt_t.sql,7,-1,-1,3827.2
24a_an_ci_cn_it_mc_mi_mk.sql,7,-1,-1,278173.44
30b_cc_cct1_cct2_ci_it2_mi_mi_idx_mk.sql,8,-1,-1,19144.91
24a_an_ci_cn_it_mc_mi_rt.sql,7,-1,-1,230307.52
19b_an_chn_ci_mc_n_rt.sql,6,-1,-1,83396.98
33b_cn1_it1_lt_mc1_mi_idx1_mi_idx2_ml.sql,7,-1,-1,2521.07
27b_cn_ct_lt_mc_mi_mk_ml.sql,7,-1,-1,6442.16
30c_cc_cct2_ci_it2_k_mi_mi_idx_mk_n_t.sql,10,-1,-1,9332.12
30c_cc_cct1_cct2_ci_it2_k_mi_idx_mk_n_t.sql,10,-1,-1,10300.14
21a_lt_mc_mi_mk_ml.sql,5,-1,-1,16312.9
